t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ
13.73556,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.74796,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.76083,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.77287,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.78565,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.79755,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,5.364649E+37,8.393778E-43

13.80939,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.8237,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.83598,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.84835,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.86084,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.87244,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

13.88492,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,0,0,0,0,0,0

13.89804,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,NaN,NaN,NaN,-8.393778E-43,NaN,NaN,-0.3740311,1.673366,1.150075,0.1163515,263.8524,351.7538,-0.143425,0.9896588,-0.002030715,0,0.1056942,-0.01735795

